filename,culture,search_query,title,source_url,author,license,license_url,image_hash
european_doll_011.jpg,European/Western,,File:I’ll always be with you.jpg,https://commons.wikimedia.org/wiki/File:I’ll_always_be_with_you.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Holokolo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Holokolo (page does not exist)"">Holokolo</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,9ad3e79ab75236e6f67b1ee585e656ed
european_doll_012.jpg,European/Western,,File:Motanka doll.jpg,https://commons.wikimedia.org/wiki/File:Motanka_doll.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Holokolo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Holokolo (page does not exist)"">Holokolo</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,4aa6854ac335ca89e636e2392f1de6c0
european_doll_013.jpg,European/Western,,File:Rocca di Angera - Museo della Bambola Rauchender Türke.jpg,https://commons.wikimedia.org/wiki/File:Rocca_di_Angera_-_Museo_della_Bambola_Rauchender_Türke.jpg,Wolfgang Sauber,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,d71bc53bf843f32a0da7c80457ee9dd8
european_doll_014.jpg,European/Western,,File:The symbol of a new life.jpg,https://commons.wikimedia.org/wiki/File:The_symbol_of_a_new_life.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Holokolo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Holokolo (page does not exist)"">Holokolo</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,e9376d7ade8d0c12a353f2ca02bdd9f1
european_doll_015.jpg,European/Western,,"File:Doll, American Indian museums.JPG","https://commons.wikimedia.org/wiki/File:Doll,_American_Indian_museums.JPG","<a href=""//commons.wikimedia.org/wiki/User:L%C3%A9na"" title=""User:Léna"">Caroline Léna Becker</a>",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,eda9a92fbeaf773798c97dc33cd7e698
european_doll_016.jpg,European/Western,,File:Doll MET 31.777 back CP4.jpg,https://commons.wikimedia.org/wiki/File:Doll_MET_31.777_back_CP4.jpg,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,e8d4573187cb082642d198b8035dc2f9
european_doll_017.jpg,European/Western,,File:Doll MET 31.777 front CP4.jpg,https://commons.wikimedia.org/wiki/File:Doll_MET_31.777_front_CP4.jpg,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,928978b48c91fe5fd8eb2fa62b8f1f81
european_doll_018.jpg,European/Western,,File:Doll accessory MET 13.204.61 B.jpg,https://commons.wikimedia.org/wiki/File:Doll_accessory_MET_13.204.61_B.jpg,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,8ce6c1322a315dbca141dcc09f94e057
european_doll_019.jpg,European/Western,,File:Doll accessory MET 13.204.61 F.jpg,https://commons.wikimedia.org/wiki/File:Doll_accessory_MET_13.204.61_F.jpg,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,48e23f4d3452dfbac72a452a295a2dbc
european_doll_020.jpg,European/Western,,File:Doll accessory MET 13.204.63.jpg,https://commons.wikimedia.org/wiki/File:Doll_accessory_MET_13.204.63.jpg,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,e32010d76335480cd89227a356fb416d
european_doll_021.jpg,European/Western,,File:KosmicDebris07MonkeyGeoBushDoll.jpg,https://commons.wikimedia.org/wiki/File:KosmicDebris07MonkeyGeoBushDoll.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Infrogmation"" title=""User:Infrogmation"">Infrogmation</a>",CC BY 2.5,https://creativecommons.org/licenses/by/2.5,f1101996859248bb3a9970e367f09a1f
european_doll_022.jpg,European/Western,,File:The Fairy Doll 01 by L.Bakst.jpg,https://commons.wikimedia.org/wiki/File:The_Fairy_Doll_01_by_L.Bakst.jpg,"<bdi><a href=""https://en.wikipedia.org/wiki/en:L%C3%A9on_Bakst"" class=""extiw"" title=""w:en:Léon Bakst""><span title=""Russian artist (1866–1924)"">Léon Bakst</span></a></bdi>",Public domain,,8d266ed37d8c0a234d78230c9facdf83
european_doll_023.jpg,European/Western,,File:R4007 22 d02.jpg,https://commons.wikimedia.org/wiki/File:R4007_22_d02.jpg,"<bdi><a href=""https://www.wikidata.org/wiki/Q4233718"" class=""extiw"" title=""d:Q4233718""><span title='unknown creator of a work (do not use as value of P50; use ""unknown value"" instead)'>anonymous</span></a></bdi>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ad3d11e79e8d4732cf88292836fbe8f8
european_doll_024.jpg,European/Western,,File:2026.02.22 Doll in Traditional Belarusian Costume from Mahilioŭ Region on Exhibition My Belarus BelEXPO.jpg,https://commons.wikimedia.org/wiki/File:2026.02.22_Doll_in_Traditional_Belarusian_Costume_from_Mahilioŭ_Region_on_Exhibition_My_Belarus_BelEXPO.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Tess_Mattew"" title=""User:Tess Mattew"">Tess Mattew</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,7f8835f3bc6b560729187d5c0bd360c0
european_doll_025.jpg,European/Western,,File:2026.03.14 Belarus Traditional Doll Linen Shop in First National Shopping Mall Minsk 05.jpg,https://commons.wikimedia.org/wiki/File:2026.03.14_Belarus_Traditional_Doll_Linen_Shop_in_First_National_Shopping_Mall_Minsk_05.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Tess_Mattew"" title=""User:Tess Mattew"">Tatiana Markina</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,c27692e7288736fd4cd3f9272d0f57c4
european_doll_026.jpg,European/Western,,File:2026.03.14 Belarus Traditional Straw Doll in Linen Shop in First National Shopping Mall Minsk.jpg,https://commons.wikimedia.org/wiki/File:2026.03.14_Belarus_Traditional_Straw_Doll_in_Linen_Shop_in_First_National_Shopping_Mall_Minsk.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Tess_Mattew"" title=""User:Tess Mattew"">Tatiana Markina</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,792f43d7150e183fa3e348e2769aa822
european_doll_027.jpg,European/Western,,File:2026.03.15 Souvenir Doll in Folk Clothing State Museum of Belarusian Folk Architecture and Life.jpg,https://commons.wikimedia.org/wiki/File:2026.03.15_Souvenir_Doll_in_Folk_Clothing_State_Museum_of_Belarusian_Folk_Architecture_and_Life.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Tess_Mattew"" title=""User:Tess Mattew"">Tess Mattew</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,f55fced686d06ab4a916bbfa49b265d2
european_doll_028.jpg,European/Western,,File:Akan - traditional Komi doll in fish skin clothes 01.jpg,https://commons.wikimedia.org/wiki/File:Akan_-_traditional_Komi_doll_in_fish_skin_clothes_01.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Vaija"" title=""User:Vaija"">Vaija</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,522355667d2f074b414005d29ce6acf5
european_doll_029.jpg,European/Western,,File:Akan - traditional Komi doll in fish skin clothes and fabric 02.jpg,https://commons.wikimedia.org/wiki/File:Akan_-_traditional_Komi_doll_in_fish_skin_clothes_and_fabric_02.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Vaija"" title=""User:Vaija"">Vaija</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,b575f87c4aaafc4625717f9964167120
european_doll_030.jpg,European/Western,,File:Akan - traditional Komi doll in fish skin clothes and fabric 03.jpg,https://commons.wikimedia.org/wiki/File:Akan_-_traditional_Komi_doll_in_fish_skin_clothes_and_fabric_03.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Vaija"" title=""User:Vaija"">Vaija</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,9f5fad06bff134e5dd55ec8dc7c73f46
