filename,culture,search_query,title,source_url,author,license,license_url,image_hash
indian_011.jpg,Indian,,"File:Folk-lore - A Quarterly Review. Volume 14, 1903.djvu","https://commons.wikimedia.org/wiki/File:Folk-lore_-_A_Quarterly_Review._Volume_14,_1903.djvu","Various, published by David Nutt",Public domain,,d50b8f731da795f278e377ed83fd5813
indian_012.jpg,Indian,,"File:Folk-lore - A Quarterly Review. Volume 16, 1905.djvu","https://commons.wikimedia.org/wiki/File:Folk-lore_-_A_Quarterly_Review._Volume_16,_1905.djvu","Various, published by David Nutt",Public domain,,ad2b353dd9945d1d75ad8e5491a34ac3
indian_013.jpg,Indian,,"File:Folk-lore - A Quarterly Review. Volume 24, 1913.djvu","https://commons.wikimedia.org/wiki/File:Folk-lore_-_A_Quarterly_Review._Volume_24,_1913.djvu","Various, published by David Nutt",Public domain,,fd2c645599d903d2774260b109d03c08
indian_014.jpg,Indian,,File:Indian Basketry.djvu,https://commons.wikimedia.org/wiki/File:Indian_Basketry.djvu,"<div class=""fn value"">
George Wharton James</div>",Public domain,,18afaf21efab91a2a96ec018cb3c8f70
indian_015.jpg,Indian,,"File:Rajasthani style Dolls idols,local artwork Jaipur India.jpg","https://commons.wikimedia.org/wiki/File:Rajasthani_style_Dolls_idols,local_artwork_Jaipur_India.jpg","<a href=""//commons.wikimedia.org/wiki/User:Swapnil.Karambelkar"" title=""User:Swapnil.Karambelkar"">Swapnil.Karambelkar</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,265c7cc0ceb7f05c403a80caed7b8894
indian_016.jpg,Indian,,File:Things Indian.djvu,https://commons.wikimedia.org/wiki/File:Things_Indian.djvu,"<div class=""fn value"">
1848-1923 William Crooke</div>",Public domain,,c8848f26e1625019f520e3b6b68cd2dd
japanese_001.jpg,Japanese,,"File:Emperor doll, 19th century, Honolulu Museum of Art.JPG","https://commons.wikimedia.org/wiki/File:Emperor_doll,_19th_century,_Honolulu_Museum_of_Art.JPG","<a href=""//commons.wikimedia.org/w/index.php?title=User:Hiart&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Hiart (page does not exist)"">Hiart</a>",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,d95a89b4075533fd0c93641eeba24585
japanese_002.jpg,Japanese,,File:Japanese Doll (107155773).jpeg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_(107155773).jpeg,"<div class=""fn value"">
<a rel=""nofollow"" class=""external text"" href=""https://500px.com/midse"">Dimitri Ségard</a></div>",CC BY 3.0,https://creativecommons.org/licenses/by/3.0,222a3984a50ec47646c5aa3c95bfef0d
japanese_003.jpg,Japanese,,File:Japanese Doll 01.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_01.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,a5bc3d7bca245f5bd642e49b83811396
japanese_004.jpg,Japanese,,File:Japanese Doll 02.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_02.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,48279ae4089d26d44affcb26a03d717c
japanese_005.jpg,Japanese,,File:Japanese Doll 03.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_03.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,3720e19daf7eae646afd2aa44c47f24d
japanese_006.jpg,Japanese,,File:Japanese Doll 04.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_04.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,eb22fec4a914b5dff435513b148aeefe
japanese_007.jpg,Japanese,,File:Japanese Doll 05.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_05.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,51bdae88ad48d365b16aaa2c2466e826
japanese_008.jpg,Japanese,,File:Japanese Doll 06.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_06.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,2bb7ac9cbc1dac45a3332c7f32c3b289
japanese_009.jpg,Japanese,,File:Japanese Doll 07.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_07.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,00a6e17b28512e03873d4bdc24aff5f1
japanese_010.jpg,Japanese,,File:Japanese Doll 08.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_08.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,9afa679905d58cd8e831e24d883b96d3
japanese_011.jpg,Japanese,,File:Japanese Doll 09.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_09.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,0e6dec04dc63d7408b2a7a12fd61c740
japanese_012.jpg,Japanese,,File:Japanese Doll 10.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_10.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,d5d9b33a63d4ef1f8e3acacced3fdf4f
japanese_013.jpg,Japanese,,File:Japanese Doll 11.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_11.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,5085cb86b82c0153bb0dadd75b5dd9f1
japanese_014.jpg,Japanese,,File:Japanese Doll 12.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_12.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,affadeca8f16f972fd7f0f91c9f7147e
japanese_015.jpg,Japanese,,File:Japanese Doll 13.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_13.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,b1227c70ee3b63ad4154e648ce027c06
japanese_016.jpg,Japanese,,File:Japanese Doll 14.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_14.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,b0bdc664dbd3227883bdaae228e0aa9d
japanese_017.jpg,Japanese,,File:Japanese Doll 15.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_15.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,1647ba45c4f218dd9015c85b7218eaf3
japanese_018.jpg,Japanese,,File:Japanese Doll 16.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_16.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,00d8d547c7b7c24f339293155177eab2
japanese_019.jpg,Japanese,,File:Japanese Doll 17.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_17.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,c3503f205a6422d298f1af16295f861a
japanese_020.jpg,Japanese,,File:Japanese Doll 18.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_18.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,f7012e1f9e1f044b309df879fd9f6bf9
japanese_021.jpg,Japanese,,File:Japanese Doll 19.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_19.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,727c3b5a1d6b8b2af5823ca50b7b712a
japanese_022.jpg,Japanese,,File:Japanese Doll 20.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_20.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,ab4742ae12f4cc9b6c980267c97f3dd8
japanese_023.jpg,Japanese,,File:Japanese Doll 21.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_21.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,95223a4a09bc4c11a0eefcd706618b6f
japanese_024.jpg,Japanese,,File:Japanese Doll 22.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_22.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,b94f1e8676519922b07b04adb90526ad
japanese_025.jpg,Japanese,,File:Japanese Doll 23.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_23.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,6e221accb93c1497bd91a3daba37b08e
japanese_026.jpg,Japanese,,File:Japanese Doll 24.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_24.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,6c11d40324b0db46164a10158eb8d245
japanese_027.jpg,Japanese,,File:Japanese Doll 25.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_25.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,a621c0ad344ae4f5d86bea51584748cb
japanese_028.jpg,Japanese,,File:Japanese Doll 26.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_26.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,93a79f32db0a9cc75a5efe92e98fe1ef
japanese_029.jpg,Japanese,,File:Japanese Doll set for Hina Matsuri (6805640220).jpg,https://commons.wikimedia.org/wiki/File:Japanese_Doll_set_for_Hina_Matsuri_(6805640220).jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/45958245@N00"">rumpleteaser</a> from Nagoya, Japan",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,faaa633c9d7c829e8bcba4cbfd939a96
japanese_030.jpg,Japanese,,File:Japanese Dolls 08.jpg,https://commons.wikimedia.org/wiki/File:Japanese_Dolls_08.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mo_Hany.Afife&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mo Hany.Afife (page does not exist)"">Mo Hany.Afife</a>",Public domain,,83fabe401a0c495134390002dcba5939
african_001.jpg,African,,"File:'Akua Mma' doll, West Africa, 1880-1930 Wellcome L0057594.jpg","https://commons.wikimedia.org/wiki/File:'Akua_Mma'_doll,_West_Africa,_1880-1930_Wellcome_L0057594.jpg",,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,a1d224387982a326e008b96be1152b41
african_002.jpg,African,,File:Bobby Caldwell 1976.jpg,https://commons.wikimedia.org/wiki/File:Bobby_Caldwell_1976.jpg,"PBR international records, photographer unknown",Public domain,,36a077851a9f429307cd8cc67545225a
african_003.jpg,African,,File:Dennis Wilson 1968.jpg,https://commons.wikimedia.org/wiki/File:Dennis_Wilson_1968.jpg,Capitol records,Public domain,,8bafabac98c1c59574ec010b2cb3d72c
african_004.jpg,African,,File:Giorgio Moroder (1979 Casablanca Records press photo).jpg,https://commons.wikimedia.org/wiki/File:Giorgio_Moroder_(1979_Casablanca_Records_press_photo).jpg,Casablanca Records,Public domain,,79e8041d66f23a67087e994aa9bfcd91
african_005.jpg,African,,File:Ouagadougou (3844863341).jpg,https://commons.wikimedia.org/wiki/File:Ouagadougou_(3844863341).jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/64749744@N00"">Steve Evans</a> from Citizen of the World",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2c9c053a57ed352287c584cb076b66fa
african_006.jpg,African,,File:R4007 22 d02.jpg,https://commons.wikimedia.org/wiki/File:R4007_22_d02.jpg,"<bdi><a href=""https://www.wikidata.org/wiki/Q4233718"" class=""extiw"" title=""d:Q4233718""><span title='unknown creator of a work (do not use as value of P50; use ""unknown value"" instead)'>anonymous</span></a></bdi>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ad3d11e79e8d4732cf88292836fbe8f8
african_007.jpg,African,,File:Ritual Doll.jpg,https://commons.wikimedia.org/wiki/File:Ritual_Doll.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Miracle2024"" title=""User:Miracle2024"">Miracle2024</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,377b8008c9b1e49ddccd95cf7c15388e
african_008.jpg,African,,File:The Beach Boys 1968.jpg,https://commons.wikimedia.org/wiki/File:The_Beach_Boys_1968.jpg,Capitol records,Public domain,,d9deed4027fffcfa03ade992d23a382e
african_009.jpg,African,,File:The Beach Boys 1968 (cropped).jpg,https://commons.wikimedia.org/wiki/File:The_Beach_Boys_1968_(cropped).jpg,Capitol records,Public domain,,3e009993d5c3ee4a704f510cf68cc681
african_010.jpg,African,,File:The Modern Review Vol 39 (Jan.-June 1926).djvu,https://commons.wikimedia.org/wiki/File:The_Modern_Review_Vol_39_(Jan.-June_1926).djvu,,Public domain,,19f7b1e15bfec0c31c3d621eeef7f1a6
african_011.jpg,African,,File:The Violet Fairy Book.djvu,https://commons.wikimedia.org/wiki/File:The_Violet_Fairy_Book.djvu,,Public domain,,01b00e8acb13cad771f88777e348eef4
african_012.jpg,African,,File:The collected works of Henrik Ibsen (Volume 4).djvu,https://commons.wikimedia.org/wiki/File:The_collected_works_of_Henrik_Ibsen_(Volume_4).djvu,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Henrik_Ibsen"" class=""extiw"" title=""w:en:Henrik Ibsen""><span title=""Norwegian playwright and theatre director (1828–1906)"">Henrik Ibsen</span></a></bdi>",Public domain,,6fe7ba6dc9f5d47e6b0d9539540bbbe4
african_013.jpg,African,,"File:Folk-lore - A Quarterly Review. Volume 18, 1907.djvu","https://commons.wikimedia.org/wiki/File:Folk-lore_-_A_Quarterly_Review._Volume_18,_1907.djvu","Various, published by David Nutt",Public domain,,274f3fa2c2b98b79be5b548f1be35f4b
african_014.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 1).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_1).jpg","Mattel, Inc",Public domain,,19abd260b5cecbd6b9c576e548916582
african_015.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 2).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_2).jpg","Mattel, Inc",Public domain,,9a4db832fd364e041f4226cbcfadf83d
african_016.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 3).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_3).jpg","Mattel, Inc",Public domain,,715dbc7eb4b37226677df3ed230cbd7b
african_017.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 4).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_4).jpg","Mattel, Inc",Public domain,,eea609eb366f37cc00fcaa191ad0d5af
african_018.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 5).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_5).jpg","Mattel, Inc",Public domain,,8f6cd2e7402c954257d4d5df92c89b62
african_019.jpg,African,,"File:""Happy Holidays"" African American Barbie Doll - DPLA - 4964faeb6318f6c3cdaf4fe9e4999e69 (page 6).jpg","https://commons.wikimedia.org/wiki/File:""Happy_Holidays""_African_American_Barbie_Doll_-_DPLA_-_4964faeb6318f6c3cdaf4fe9e4999e69_(page_6).jpg","Mattel, Inc",Public domain,,c2080f3b22f436072d07717239b71625
african_020.jpg,African,,"File:02018 0948 Kono Donkili, African dolls.jpg","https://commons.wikimedia.org/wiki/File:02018_0948_Kono_Donkili,_African_dolls.jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Silar&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Silar (page does not exist)"">Silar</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,06d625011d7b2dd5bee955ff67ebf245
african_021.jpg,African,,"File:02018 0951 Kono Donkili, African dolls.jpg","https://commons.wikimedia.org/wiki/File:02018_0951_Kono_Donkili,_African_dolls.jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Silar&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Silar (page does not exist)"">Silar</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,5261a59a1d399f88992c973799acf2a8
african_022.jpg,African,,File:A girl creating clothes for dolls.jpg,https://commons.wikimedia.org/wiki/File:A_girl_creating_clothes_for_dolls.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Tumisang_Keirile&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Tumisang Keirile (page does not exist)"">Tumisang Keirile</a>",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,fd437d799f7211cb600b0cc88e477dea
african_023.jpg,African,,File:African-American Doll Made by E.I. Horsman - DPLA - 6659f61d6f547c828bf75f1c61193f19 (page 4).jpg,https://commons.wikimedia.org/wiki/File:African-American_Doll_Made_by_E.I._Horsman_-_DPLA_-_6659f61d6f547c828bf75f1c61193f19_(page_4).jpg,E.I. Horsman Dolls,Public domain,,1126807b8cbc159fc04df28336f89594
african_024.jpg,African,,File:African-American Doll by Horsman Dolls Incorporated - DPLA - 86ac22fa29cf4947b14d0f112128ea8a (page 1).jpg,https://commons.wikimedia.org/wiki/File:African-American_Doll_by_Horsman_Dolls_Incorporated_-_DPLA_-_86ac22fa29cf4947b14d0f112128ea8a_(page_1).jpg,E.I. Horsman Dolls,Public domain,,393b33b6275bc0627dadd8b14d2508b9
african_025.jpg,African,,File:African-American Doll by Horsman Dolls Incorporated - DPLA - 86ac22fa29cf4947b14d0f112128ea8a (page 2).jpg,https://commons.wikimedia.org/wiki/File:African-American_Doll_by_Horsman_Dolls_Incorporated_-_DPLA_-_86ac22fa29cf4947b14d0f112128ea8a_(page_2).jpg,E.I. Horsman Dolls,Public domain,,37ecce30cd394157d49d430836f0f1a8
african_026.jpg,African,,File:African-American Doll by Horsman Dolls Incorporated - DPLA - 86ac22fa29cf4947b14d0f112128ea8a (page 3).jpg,https://commons.wikimedia.org/wiki/File:African-American_Doll_by_Horsman_Dolls_Incorporated_-_DPLA_-_86ac22fa29cf4947b14d0f112128ea8a_(page_3).jpg,E.I. Horsman Dolls,Public domain,,76a89c41f61cd5e1e67664ba82adb81f
african_027.jpg,African,,File:African-American Doll by Horsman Dolls Incorporated - DPLA - 86ac22fa29cf4947b14d0f112128ea8a (page 4).jpg,https://commons.wikimedia.org/wiki/File:African-American_Doll_by_Horsman_Dolls_Incorporated_-_DPLA_-_86ac22fa29cf4947b14d0f112128ea8a_(page_4).jpg,E.I. Horsman Dolls,Public domain,,c5072ef837f2d0d56399e6adf2e54088
african_028.jpg,African,,File:African American Frozen Charlie China Doll - DPLA - c64c1565df22613007e6b03cffbc0969 (page 1).jpg,https://commons.wikimedia.org/wiki/File:African_American_Frozen_Charlie_China_Doll_-_DPLA_-_c64c1565df22613007e6b03cffbc0969_(page_1).jpg,,Public domain,,293e17b72dc541cca3464cff4b6678a0
african_029.jpg,African,,File:African American Frozen Charlie China Doll - DPLA - c64c1565df22613007e6b03cffbc0969 (page 2).jpg,https://commons.wikimedia.org/wiki/File:African_American_Frozen_Charlie_China_Doll_-_DPLA_-_c64c1565df22613007e6b03cffbc0969_(page_2).jpg,,Public domain,,13e48bff5a92450e5ce8b6eb6e5f1f38
african_030.jpg,African,,File:African American Frozen Charlie China Doll - DPLA - c64c1565df22613007e6b03cffbc0969 (page 3).jpg,https://commons.wikimedia.org/wiki/File:African_American_Frozen_Charlie_China_Doll_-_DPLA_-_c64c1565df22613007e6b03cffbc0969_(page_3).jpg,,Public domain,,0ede1c7361d67057ea1253a83b42fd33
